ensg	ensp	name
ENSMUSG00000036986	ENSMUSP00000044626 	Pml
ENSMUSG00000040415	ENSMUSP00000044627 	Dtx3
ENSMUSG00000031382	ENSMUSP00000044637 	Asb11
ENSMUSG00000037536	ENSMUSP00000044675 	Fbxo34
ENSMUSG00000038664	ENSMUSP00000044801 	Herc1
ENSMUSG00000033228	ENSMUSP00000044898 	Scaf11
ENSMUSG00000034552	ENSMUSP00000044913 	Zswim2
ENSMUSG00000035235	ENSMUSP00000045009 	Trim13
ENSMUSG00000033732	ENSMUSP00000045073 	Sf3b3
ENSMUSG00000035337	ENSMUSP00000045208 	Uchl4
ENSMUSG00000028042	ENSMUSP00000045565 	Zbtb7b
ENSMUSG00000033964	ENSMUSP00000045570 	Zbtb41
ENSMUSG00000039753	ENSMUSP00000045792 	Fbxl5
ENSMUSG00000034391	ENSMUSP00000045925 	Fbxo15
ENSMUSG00000033004	ENSMUSP00000045930 	Mycbp2
ENSMUSG00000039000	ENSMUSP00000045998 	Ube3c
ENSMUSG00000090173	ENSMUSP00000046156 	Fbxw10
ENSMUSG00000040785	ENSMUSP00000046251 	Ttc3
ENSMUSG00000038495	ENSMUSP00000046413 	Otud7b
ENSMUSG00000037075	ENSMUSP00000046467 	Rnf139
ENSMUSG00000033781	ENSMUSP00000046476 	Asb13
ENSMUSG00000035247	ENSMUSP00000046766 	Hectd1
ENSMUSG00000036822	ENSMUSP00000046843 	Topors
ENSMUSG00000041702	ENSMUSP00000046951 	Btbd7
ENSMUSG00000032867	ENSMUSP00000047012 	Fbxw8
ENSMUSG00000033182	ENSMUSP00000047155 	Kbtbd12
ENSMUSG00000035011	ENSMUSP00000047333 	Zbtb7a
ENSMUSG00000048814	ENSMUSP00000047372 	Lonrf2
ENSMUSG00000038175	ENSMUSP00000047403 	Mylip
ENSMUSG00000032267	ENSMUSP00000047467 	Usp28
ENSMUSG00000042211	ENSMUSP00000047541 	Fbxo38
ENSMUSG00000033368	ENSMUSP00000047627 	Trim69
ENSMUSG00000054611	ENSMUSP00000047683 	Kdm2a
ENSMUSG00000032656	ENSMUSP00000047946 	March3
ENSMUSG00000040455	ENSMUSP00000048324 	Usp45
ENSMUSG00000042744	ENSMUSP00000048345 	Gm15800
ENSMUSG00000038695	ENSMUSP00000048415 	Josd2
ENSMUSG00000038187	ENSMUSP00000048530 	Btbd10
ENSMUSG00000025738	ENSMUSP00000048562 	Fbxl16
ENSMUSG00000042350	ENSMUSP00000048780 	1110018G07Rik
ENSMUSG00000039911	ENSMUSP00000048969 	Spsb1
ENSMUSG00000021301	ENSMUSP00000048972 	Hecw1
ENSMUSG00000018548	ENSMUSP00000049057 	Trim37
ENSMUSG00000038545	ENSMUSP00000049128 	Cul7
ENSMUSG00000034377	ENSMUSP00000049248 	Tulp4
ENSMUSG00000036503	ENSMUSP00000049331 	Rnf13
ENSMUSG00000030779	ENSMUSP00000049528 	Rbbp6
ENSMUSG00000027993	ENSMUSP00000049902 	Trim2
ENSMUSG00000048047	ENSMUSP00000049983 	Zbtb33
ENSMUSG00000060441	ENSMUSP00000050084 	Trim5
ENSMUSG00000047496	ENSMUSP00000050103 	Rnf152
ENSMUSG00000025893	ENSMUSP00000050183 	Kbtbd3
ENSMUSG00000042155	ENSMUSP00000050219 	Klhl23
ENSMUSG00000031651	ENSMUSP00000050267 	Triml1
ENSMUSG00000048234	ENSMUSP00000050388 	Rnf149
ENSMUSG00000047959	ENSMUSP00000050680 	Kcna3
ENSMUSG00000020453	ENSMUSP00000050684 	Patz1
ENSMUSG00000051648	ENSMUSP00000050687 	Kctd19
ENSMUSG00000045210	ENSMUSP00000051248 	Vcpip1
ENSMUSG00000044952	ENSMUSP00000051316 	Kctd21
ENSMUSG00000034413	ENSMUSP00000051481 	Neurl1b
ENSMUSG00000043073	ENSMUSP00000051716 	Dub3
ENSMUSG00000046861	ENSMUSP00000051922 	Hectd3
ENSMUSG00000046962	ENSMUSP00000052127 	Zfp295
ENSMUSG00000031751	ENSMUSP00000052258 	Amfr
ENSMUSG00000045078	ENSMUSP00000052563 	Rnf216
ENSMUSG00000050974	ENSMUSP00000052625 	Gm9847
ENSMUSG00000048520	ENSMUSP00000052716 	Fbxl13
ENSMUSG00000044617	ENSMUSP00000052717 	Zbtb39
ENSMUSG00000021720	ENSMUSP00000052797 	Rnf180
ENSMUSG00000051234	ENSMUSP00000052856 	Rnf7
ENSMUSG00000043008	ENSMUSP00000053023 	Klhl6
ENSMUSG00000036989	ENSMUSP00000053384 	Trim3
ENSMUSG00000043099	ENSMUSP00000053483 	Hic1
ENSMUSG00000049314	ENSMUSP00000053786 	Fbxw13
ENSMUSG00000051306	ENSMUSP00000053955 	Usp42
ENSMUSG00000029001	ENSMUSP00000054022 	Fbxo44
ENSMUSG00000048230	ENSMUSP00000054125 	Fbxo43
ENSMUSG00000002104	ENSMUSP00000054150 	Rapsn
ENSMUSG00000034343	ENSMUSP00000054303 	Ube2f
ENSMUSG00000024294	ENSMUSP00000054428 	Mib1
ENSMUSG00000035293	ENSMUSP00000054474 	G2e3
ENSMUSG00000047539	ENSMUSP00000054718 	Fbxo28
ENSMUSG00000049672	ENSMUSP00000054897 	Zfp161
ENSMUSG00000045053	ENSMUSP00000054910 	Kcng3
ENSMUSG00000048732	ENSMUSP00000054963 	Klhl11
ENSMUSG00000044231	ENSMUSP00000054990 	Nhlrc1
ENSMUSG00000043411	ENSMUSP00000055016 	Usp48
ENSMUSG00000056144	ENSMUSP00000055058 	Trim34a
ENSMUSG00000047298	ENSMUSP00000055091 	Kcnv2
ENSMUSG00000047976	ENSMUSP00000055225 	Kcna1
ENSMUSG00000046404	ENSMUSP00000055318 	Yod1
ENSMUSG00000037653	ENSMUSP00000055326 	Kctd8
ENSMUSG00000046168	ENSMUSP00000055327 	Kcnrg
ENSMUSG00000047180	ENSMUSP00000055437 	Neurl3
ENSMUSG00000045534	ENSMUSP00000055673 	Kcna5
ENSMUSG00000050428	ENSMUSP00000055692 	Fbxo46
ENSMUSG00000015120	ENSMUSP00000055714 	Ube2i
ENSMUSG00000020642	ENSMUSP00000056073 	Rnf144a
ENSMUSG00000049600	ENSMUSP00000056086 	Zbtb45
ENSMUSG00000066798	ENSMUSP00000056100 	Zbtb6
ENSMUSG00000020376	ENSMUSP00000056345 	Rnf130
ENSMUSG00000047237	ENSMUSP00000056358 	Fbxw21
ENSMUSG00000010086	ENSMUSP00000056464 	Rnf112
ENSMUSG00000045246	ENSMUSP00000056552 	Kcng4
ENSMUSG00000024317	ENSMUSP00000056641 	Rnf138
ENSMUSG00000041961	ENSMUSP00000056776 	Znrf3
ENSMUSG00000022601	ENSMUSP00000056923 	Rpl24
ENSMUSG00000010086	ENSMUSP00000057058 	Rnf112
ENSMUSG00000050079	ENSMUSP00000057275 	Rspry1
ENSMUSG00000033510	ENSMUSP00000057282 	Otud7a
ENSMUSG00000051390	ENSMUSP00000057466 	Zbtb22
ENSMUSG00000049823	ENSMUSP00000057515 	Zbtb12
ENSMUSG00000044628	ENSMUSP00000057742 	Rnf208
ENSMUSG00000046997	ENSMUSP00000057849 	Spsb4
ENSMUSG00000044646	ENSMUSP00000057856 	Zbtb7c
ENSMUSG00000048175	ENSMUSP00000057864 	Asb8
ENSMUSG00000046034	ENSMUSP00000057893 	Fam105b
ENSMUSG00000044966	ENSMUSP00000057901 	Fbxo48
ENSMUSG00000073400	ENSMUSP00000057928 	Trim10
ENSMUSG00000048696	ENSMUSP00000057962 	Mex3d
ENSMUSG00000050556	ENSMUSP00000057981 	Kcnb1
ENSMUSG00000043279	ENSMUSP00000058109 	Trim56
ENSMUSG00000048485	ENSMUSP00000058157 	Zbtb8b
ENSMUSG00000074060	ENSMUSP00000058175 	Fbxw15
ENSMUSG00000048232	ENSMUSP00000058233 	Fbxo10
ENSMUSG00000021277	ENSMUSP00000058361 	Traf3
ENSMUSG00000048911	ENSMUSP00000058630 	Rnf24
ENSMUSG00000024805	ENSMUSP00000058730 	Pcgf5
ENSMUSG00000050963	ENSMUSP00000058773 	Kcns2
ENSMUSG00000047079	ENSMUSP00000059077 	4930524E20Rik
ENSMUSG00000046731	ENSMUSP00000059107 	Kctd11
ENSMUSG00000053113	ENSMUSP00000059129 	Socs3
ENSMUSG00000031095	ENSMUSP00000059276 	Cul4b
ENSMUSG00000042790	ENSMUSP00000059310 	Rnf214
ENSMUSG00000040374	ENSMUSP00000059415 	Pxmp3
ENSMUSG00000044938	ENSMUSP00000059643 	Klhl31
ENSMUSG00000044526	ENSMUSP00000059715 	Znrf4
ENSMUSG00000032307	ENSMUSP00000059798 	Ube2q2
ENSMUSG00000051582	ENSMUSP00000059861 	Otud6a
ENSMUSG00000010086	ENSMUSP00000059903 	Rnf112
ENSMUSG00000049657	ENSMUSP00000059919 	Zbtb5
ENSMUSG00000024776	ENSMUSP00000059927 	Stambpl1
ENSMUSG00000063870	ENSMUSP00000060054 	Chd4
ENSMUSG00000057143	ENSMUSP00000060100 	Trim12c
ENSMUSG00000024457	ENSMUSP00000060103 	Trim26
ENSMUSG00000038451	ENSMUSP00000060124 	Spsb2
ENSMUSG00000050503	ENSMUSP00000060137 	Fbxl22
ENSMUSG00000044308	ENSMUSP00000060159 	Ubr3
ENSMUSG00000026854	ENSMUSP00000060167 	Usp20
ENSMUSG00000050435	ENSMUSP00000060423 	Ube2dnl
ENSMUSG00000051727	ENSMUSP00000060557 	Kctd14
ENSMUSG00000038822	ENSMUSP00000060603 	Hace1
ENSMUSG00000020027	ENSMUSP00000060626 	Socs2
ENSMUSG00000043673	ENSMUSP00000060706 	Kcns3
ENSMUSG00000045291	ENSMUSP00000060726 	E330021D16Rik
ENSMUSG00000043881	ENSMUSP00000060768 	Kbtbd7
ENSMUSG00000042790	ENSMUSP00000060941 	Rnf214
ENSMUSG00000025860	ENSMUSP00000061074 	Xiap
ENSMUSG00000044030	ENSMUSP00000061234 	Irf2bp1
ENSMUSG00000043556	ENSMUSP00000061305 	Fbxl7
ENSMUSG00000051726	ENSMUSP00000061409 	Kcnf1
ENSMUSG00000046523	ENSMUSP00000061734 	Kctd4
ENSMUSG00000060862	ENSMUSP00000061899 	Zbtb40
ENSMUSG00000033364	ENSMUSP00000061984 	Usp37
ENSMUSG00000044164	ENSMUSP00000062005 	Rnf182
ENSMUSG00000044477	ENSMUSP00000062234 	Zfand3
ENSMUSG00000051675	ENSMUSP00000062277 	Trim32
ENSMUSG00000005936	ENSMUSP00000062282 	Kctd20
ENSMUSG00000055401	ENSMUSP00000062348 	Fbxo6
ENSMUSG00000051527	ENSMUSP00000062349 	Usp29
ENSMUSG00000003308	ENSMUSP00000062467 	Keap1
ENSMUSG00000047412	ENSMUSP00000062681 	Zbtb44
ENSMUSG00000044308	ENSMUSP00000063015 	Ubr3
ENSMUSG00000044477	ENSMUSP00000063158 	Zfand3
ENSMUSG00000078627	ENSMUSP00000063198 	March10
ENSMUSG00000020659	ENSMUSP00000063266 	Cbll1
ENSMUSG00000022684	ENSMUSP00000063371 	Bfar
ENSMUSG00000054517	ENSMUSP00000063410 	Trim65
ENSMUSG00000030921	ENSMUSP00000063622 	Trim30a
ENSMUSG00000023826	ENSMUSP00000063644 	Park2
ENSMUSG00000028557	ENSMUSP00000063798 	Rnf11
ENSMUSG00000053483	ENSMUSP00000064002 	Usp21
ENSMUSG00000024807	ENSMUSP00000064239 	Syvn1
ENSMUSG00000056305	ENSMUSP00000064515 	Usp39
ENSMUSG00000021720	ENSMUSP00000064624 	Rnf180
ENSMUSG00000056153	ENSMUSP00000064929 	Socs6
ENSMUSG00000066258	ENSMUSP00000065008 	Trim12a
ENSMUSG00000019944	ENSMUSP00000065095 	Rhobtb1
ENSMUSG00000079557	ENSMUSP00000065225 	March2
ENSMUSG00000043467	ENSMUSP00000065974 	Zbtb37
ENSMUSG00000048379	ENSMUSP00000066031 	Socs4
ENSMUSG00000055850	ENSMUSP00000066128 	Rnf181
ENSMUSG00000052656	ENSMUSP00000066324 	Rnf103
ENSMUSG00000039633	ENSMUSP00000066403 	Lonrf1
ENSMUSG00000054087	ENSMUSP00000066613 	Fbxw14
ENSMUSG00000053388	ENSMUSP00000066662 	Trim50
ENSMUSG00000051956	ENSMUSP00000066906 	Rnf133
ENSMUSG00000020448	ENSMUSP00000067053 	Rnf185
ENSMUSG00000040455	ENSMUSP00000067109 	Usp45
ENSMUSG00000057406	ENSMUSP00000067205 	Whsc1
ENSMUSG00000056342	ENSMUSP00000067347 	Usp34
ENSMUSG00000046490	ENSMUSP00000067364 	Rnf222
ENSMUSG00000036432	ENSMUSP00000067496 	Siah2
ENSMUSG00000028952	ENSMUSP00000067521 	Zbtb48
ENSMUSG00000029634	ENSMUSP00000067559 	Rnf6
ENSMUSG00000047648	ENSMUSP00000068230 	Fbxo30
ENSMUSG00000046962	ENSMUSP00000068283 	Zfp295
ENSMUSG00000022517	ENSMUSP00000068314 	Mgrn1
ENSMUSG00000055675	ENSMUSP00000068321 	Kbtbd11
ENSMUSG00000054387	ENSMUSP00000068661 	Mdm4
ENSMUSG00000026977	ENSMUSP00000068961 	March7
ENSMUSG00000054568	ENSMUSP00000068997 	Dub1
ENSMUSG00000055707	ENSMUSP00000069077 	Klhl26
ENSMUSG00000055780	ENSMUSP00000069140 	Usp26
ENSMUSG00000030629	ENSMUSP00000069228 	Zfand6
ENSMUSG00000028101	ENSMUSP00000069259 	Pias3
ENSMUSG00000052752	ENSMUSP00000069334 	Traf7
ENSMUSG00000021712	ENSMUSP00000069371 	Trim23
ENSMUSG00000066036	ENSMUSP00000069557 	Ubr4
ENSMUSG00000054792	ENSMUSP00000069674 	Klhl18
ENSMUSG00000062785	ENSMUSP00000069754 	Kcnc3
ENSMUSG00000027993	ENSMUSP00000069922 	Trim2
ENSMUSG00000053128	ENSMUSP00000070060 	Rnf26
ENSMUSG00000050714	ENSMUSP00000070071 	Zbtb26
ENSMUSG00000052557	ENSMUSP00000070168 	Gan
ENSMUSG00000032010	ENSMUSP00000070264 	Usp2
ENSMUSG00000055850	ENSMUSP00000070370 	Rnf181
ENSMUSG00000054387	ENSMUSP00000070411 	Mdm4
ENSMUSG00000055128	ENSMUSP00000070548 	Cgrrf1
ENSMUSG00000054814	ENSMUSP00000070554 	Usp46
ENSMUSG00000030254	ENSMUSP00000070619 	Rad18
ENSMUSG00000058318	ENSMUSP00000070649 	Phf21a
ENSMUSG00000056537	ENSMUSP00000070662 	Rlim
ENSMUSG00000025217	ENSMUSP00000070728 	Btrc
ENSMUSG00000021712	ENSMUSP00000070767 	Trim23
ENSMUSG00000006906	ENSMUSP00000070876 	Stambp
ENSMUSG00000052981	ENSMUSP00000070906 	Ube2ql1
ENSMUSG00000022111	ENSMUSP00000070971 	Uchl3
ENSMUSG00000038068	ENSMUSP00000071017 	Rnf144b
ENSMUSG00000020696	ENSMUSP00000071150 	Rffl
ENSMUSG00000024805	ENSMUSP00000071245 	Pcgf5
ENSMUSG00000040374	ENSMUSP00000071255 	Pxmp3
ENSMUSG00000058594	ENSMUSP00000071495 	Fbxo18
ENSMUSG00000030779	ENSMUSP00000071519 	Rbbp6
ENSMUSG00000040749	ENSMUSP00000071592 	Siah1b
ENSMUSG00000059301	ENSMUSP00000071728 	Gm5434
ENSMUSG00000034022	ENSMUSP00000071794 	Cpsf1
ENSMUSG00000059547	ENSMUSP00000071811 	Fbxw26
ENSMUSG00000057719	ENSMUSP00000071896 	Sh3rf2
ENSMUSG00000056900	ENSMUSP00000072155 	Usp13
ENSMUSG00000060450	ENSMUSP00000072212 	Rnf14
ENSMUSG00000036469	ENSMUSP00000072302 	March1
ENSMUSG00000032850	ENSMUSP00000072343 	Rnft2
ENSMUSG00000063447	ENSMUSP00000072387 	1700013N18Rik
ENSMUSG00000024317	ENSMUSP00000072626 	Rnf138
ENSMUSG00000050963	ENSMUSP00000072645 	Kcns2
ENSMUSG00000041236	ENSMUSP00000072729 	Vps41
ENSMUSG00000057321	ENSMUSP00000073107 	Dub2a
ENSMUSG00000072082	ENSMUSP00000073131 	Ccnf
ENSMUSG00000025437	ENSMUSP00000073362 	Usp33
ENSMUSG00000062275	ENSMUSP00000073617 	Fbxw24
ENSMUSG00000029577	ENSMUSP00000073652 	Ube3b
ENSMUSG00000064140	ENSMUSP00000073709 	Trim38
ENSMUSG00000060811	ENSMUSP00000073754 	Gm10088
ENSMUSG00000020696	ENSMUSP00000074108 	Rffl
ENSMUSG00000057719	ENSMUSP00000074247 	Sh3rf2
ENSMUSG00000072889	ENSMUSP00000074481 	Nfxl1
ENSMUSG00000020883	ENSMUSP00000074580 	Fbxl20
ENSMUSG00000037124	ENSMUSP00000074594 	Trim58
ENSMUSG00000064290	ENSMUSP00000074610 	Gm5852
ENSMUSG00000061490	ENSMUSP00000074614 	Gm5959
ENSMUSG00000036964	ENSMUSP00000074639 	Trim17
ENSMUSG00000062098	ENSMUSP00000074864 	Btbd3
ENSMUSG00000057406	ENSMUSP00000075210 	Whsc1
ENSMUSG00000047746	ENSMUSP00000075266 	Fbxo40
ENSMUSG00000062627	ENSMUSP00000075269 	Mysm1
ENSMUSG00000060256	ENSMUSP00000075338 	Tdpoz4
ENSMUSG00000035357	ENSMUSP00000075376 	Pdzrn3
ENSMUSG00000026484	ENSMUSP00000075476 	Rnf2
ENSMUSG00000058317	ENSMUSP00000075495 	Ube2e2
ENSMUSG00000058498	ENSMUSP00000075540 	Rnf207
ENSMUSG00000032724	ENSMUSP00000075566 	Abtb2
ENSMUSG00000030451	ENSMUSP00000075579 	Herc2
ENSMUSG00000032612	ENSMUSP00000075712 	Usp4
ENSMUSG00000020271	ENSMUSP00000075721 	Fbxw11
ENSMUSG00000062369	ENSMUSP00000075822 	Dub1a
ENSMUSG00000074061	ENSMUSP00000075918 	Fbxw19
ENSMUSG00000059676	ENSMUSP00000076053 	Tdpoz1
ENSMUSG00000040782	ENSMUSP00000076160 	Rfwd2
ENSMUSG00000030921	ENSMUSP00000076189 	Trim30a
ENSMUSG00000020448	ENSMUSP00000076333 	Rnf185
ENSMUSG00000030254	ENSMUSP00000076341 	Rad18
ENSMUSG00000063659	ENSMUSP00000076463 	Zfp238
ENSMUSG00000054611	ENSMUSP00000076698 	Kdm2a
ENSMUSG00000029060	ENSMUSP00000076814 	Mib2
ENSMUSG00000006418	ENSMUSP00000077197 	Rnf114
ENSMUSG00000034327	ENSMUSP00000077200 	Kctd9
ENSMUSG00000079042	ENSMUSP00000077513 	Trim61
ENSMUSG00000058063	ENSMUSP00000077535 	Trim31
ENSMUSG00000061311	ENSMUSP00000077584 	Rag1
ENSMUSG00000047747	ENSMUSP00000077610 	Rnf150
ENSMUSG00000030509	ENSMUSP00000077620 	Asb7
ENSMUSG00000035299	ENSMUSP00000077974 	Mid1
ENSMUSG00000025702	ENSMUSP00000078024 	March8
ENSMUSG00000040896	ENSMUSP00000078169 	Kcnd3
ENSMUSG00000058976	ENSMUSP00000078323 	Usp17l5
ENSMUSG00000063851	ENSMUSP00000078389 	Rnf183
ENSMUSG00000022708	ENSMUSP00000078410 	Zbtb20
ENSMUSG00000060860	ENSMUSP00000078459 	Ube2s
ENSMUSG00000061701	ENSMUSP00000078503 	Fbxw20
ENSMUSG00000059586	ENSMUSP00000078641 	Nsmce2
ENSMUSG00000058446	ENSMUSP00000078795 	Znrf2
ENSMUSG00000062202	ENSMUSP00000078845 	Btbd9
ENSMUSG00000060673	ENSMUSP00000078984 	4930595M18Rik
ENSMUSG00000024231	ENSMUSP00000078988 	Cul2
ENSMUSG00000024589	ENSMUSP00000079280 	Nedd4l
ENSMUSG00000070324	ENSMUSP00000079460 	Fbxw22
ENSMUSG00000019826	ENSMUSP00000079592 	Zbtb24
ENSMUSG00000058761	ENSMUSP00000079631 	Rnf169
ENSMUSG00000025423	ENSMUSP00000079764 	Pias2
ENSMUSG00000042828	ENSMUSP00000079832 	Trim72
ENSMUSG00000053929	ENSMUSP00000080043 	Cyhr1
ENSMUSG00000021071	ENSMUSP00000080204 	Trim9
ENSMUSG00000060882	ENSMUSP00000080257 	Kcnd2
ENSMUSG00000006418	ENSMUSP00000080457 	Rnf114
ENSMUSG00000058005	ENSMUSP00000080472 	Tdpoz3
ENSMUSG00000033417	ENSMUSP00000080480 	2700078E11Rik
ENSMUSG00000049502	ENSMUSP00000080601 	Dtx3l
ENSMUSG00000063760	ENSMUSP00000080650 	Rnf217
ENSMUSG00000020802	ENSMUSP00000080791 	Ube2o
ENSMUSG00000073968	ENSMUSP00000080813 	Trim68
ENSMUSG00000020271	ENSMUSP00000080930 	Fbxw11
ENSMUSG00000059263	ENSMUSP00000081757 	Usp47
ENSMUSG00000040387	ENSMUSP00000081839 	Klhl32
ENSMUSG00000054792	ENSMUSP00000082020 	Klhl18
ENSMUSG00000074062	ENSMUSP00000082051 	Fbxw16
ENSMUSG00000006676	ENSMUSP00000082119 	Usp19
ENSMUSG00000057706	ENSMUSP00000082168 	Mex3b
ENSMUSG00000032578	ENSMUSP00000082183 	Cish
ENSMUSG00000066415	ENSMUSP00000082270 	Msl2
ENSMUSG00000025326	ENSMUSP00000082326 	Ube3a
ENSMUSG00000001366	ENSMUSP00000082419 	Fbxo9
ENSMUSG00000020659	ENSMUSP00000082616 	Cbll1
ENSMUSG00000026637	ENSMUSP00000082710 	Traf5
ENSMUSG00000029640	ENSMUSP00000082754 	Usp12
ENSMUSG00000036986	ENSMUSP00000082816 	Pml
ENSMUSG00000026608	ENSMUSP00000082821 	Kctd3
ENSMUSG00000038780	ENSMUSP00000082827 	Smurf1
ENSMUSG00000029475	ENSMUSP00000083376 	Kdm2b
ENSMUSG00000066892	ENSMUSP00000083650 	Fbxl12
ENSMUSG00000026311	ENSMUSP00000084054 	Asb1
ENSMUSG00000067081	ENSMUSP00000084095 	Asb18
ENSMUSG00000029922	ENSMUSP00000084244 	Mkrn1
ENSMUSG00000047485	ENSMUSP00000084399 	Klhl34
ENSMUSG00000073399	ENSMUSP00000084400 	Trim40
ENSMUSG00000029228	ENSMUSP00000084405 	Lnx1
ENSMUSG00000072889	ENSMUSP00000084467 	Nfxl1
ENSMUSG00000037653	ENSMUSP00000084484 	Kctd8
ENSMUSG00000027583	ENSMUSP00000084672 	Zbtb46
ENSMUSG00000039753	ENSMUSP00000084733 	Fbxl5
ENSMUSG00000067399	ENSMUSP00000084884 	Trim43a
ENSMUSG00000042807	ENSMUSP00000084942 	Hecw2
ENSMUSG00000071661	ENSMUSP00000085415 	Zbtb3
ENSMUSG00000001403	ENSMUSP00000085581 	Ube2c
ENSMUSG00000038056	ENSMUSP00000085587 	Mll3
ENSMUSG00000041130	ENSMUSP00000085737 	Zfp598
ENSMUSG00000052752	ENSMUSP00000085812 	Traf7
ENSMUSG00000070426	ENSMUSP00000086453 	Rnf121
ENSMUSG00000001924	ENSMUSP00000086626 	Uba1
ENSMUSG00000030061	ENSMUSP00000086701 	Uba3
ENSMUSG00000031010	ENSMUSP00000086716 	Usp9x
ENSMUSG00000033287	ENSMUSP00000086835 	Kctd17
ENSMUSG00000053929	ENSMUSP00000086943 	Cyhr1
ENSMUSG00000022750	ENSMUSP00000087607 	Klhl22
ENSMUSG00000068580	ENSMUSP00000087636 	Zfyve19
ENSMUSG00000050240	ENSMUSP00000087656 	Hic2
ENSMUSG00000038965	ENSMUSP00000087658 	Ube2l3
ENSMUSG00000039100	ENSMUSP00000087694 	March6
ENSMUSG00000021898	ENSMUSP00000087810 	Asb14
ENSMUSG00000039701	ENSMUSP00000087857 	Usp53
ENSMUSG00000022710	ENSMUSP00000087880 	Usp7
ENSMUSG00000022517	ENSMUSP00000087946 	Mgrn1
ENSMUSG00000029685	ENSMUSP00000088022 	Asb15
ENSMUSG00000058318	ENSMUSP00000088074 	Phf21a
ENSMUSG00000042861	ENSMUSP00000088118 	Kcna10
ENSMUSG00000005505	ENSMUSP00000088179 	Kbtbd4
ENSMUSG00000038495	ENSMUSP00000088291 	Otud7b
